gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,tenure_group,Risk_Segment,Churn_Probability,Predicted_Churn,Risk_Level,Revenue_At_Risk
Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,587.1,No,0,24–48 months,Low Risk,0.030475057474680583,0,Low Risk,7.31401379392334
Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,No,0,0–12 months,High Risk,0.4993589305294592,0,Medium Risk,119.84614332707021
Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,1,12–24 months,Medium Risk,0.4070445548415415,0,Medium Risk,97.69069316196996
Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,No,0,24–48 months,Medium Risk,0.28094723433709023,0,Low Risk,67.42733624090165
Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,No,0,12–24 months,Medium Risk,0.32148307236777685,0,Medium Risk,77.15593736826645
Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,1,24–48 months,Low Risk,0.0765298981747345,0,Low Risk,18.367175561936282
Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,No,0,24–48 months,Medium Risk,0.24875418438458988,0,Low Risk,59.70100425230157
Male,1,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,No,0,0–12 months,High Risk,0.24523914954035564,0,Low Risk,58.85739588968535
Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,No,0,48+ months,Low Risk,0.0038932332061966998,0,Low Risk,0.9343759694872079
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,1,0–12 months,High Risk,0.619041835826067,1,Medium Risk,148.57004059825607
Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,1,12–24 months,Medium Risk,0.5222855439553369,1,Medium Risk,125.34853054928085
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,No,0,48+ months,Low Risk,0.09288601422726465,0,Low Risk,22.292643414543516
Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49.0,No,0,0–12 months,High Risk,0.28359917307067184,0,Low Risk,68.06380153696124
Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,1,24–48 months,Medium Risk,0.6424362454721714,1,Medium Risk,154.18469891332114
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,1,0–12 months,High Risk,0.7188319702987102,1,High Risk,172.51967287169043
Male,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No,0,12–24 months,Medium Risk,0.40789774046495003,0,Medium Risk,97.89545771158801
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,1,0–12 months,High Risk,0.6231675872756004,1,Medium Risk,149.56022094614409
Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,1,48+ months,Low Risk,0.03524981698975411,0,Low Risk,8.459956077540985
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,20.95,No,0,0–12 months,High Risk,0.21142501810429798,0,Low Risk,50.74200434503152
Female,1,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,1,0–12 months,High Risk,0.4783854051947204,0,Medium Risk,114.81249724673289
Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570.0,No,0,24–48 months,Medium Risk,0.3844497734644351,0,Medium Risk,92.26794563146443
Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,No,0,24–48 months,Low Risk,0.016450125007315877,0,Low Risk,3.9480300017558103
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,1,0–12 months,High Risk,0.7670337389109851,1,High Risk,184.08809733863643
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,No,0,0–12 months,High Risk,0.38440978384635455,0,Medium Risk,92.25834812312509
Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes,1,0–12 months,Medium Risk,0.6260510214246802,1,Medium Risk,150.25224514192325
Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,No,0,48+ months,Medium Risk,0.33095107328911466,0,Medium Risk,79.42825758938751
Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,1,12–24 months,Medium Risk,0.37176800747693456,0,Medium Risk,89.22432179446429
Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,No,0,12–24 months,Medium Risk,0.29385199135570406,0,Low Risk,70.52447792536897
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,No,0,48+ months,Low Risk,0.005374248370989683,0,Low Risk,1.289819609037524
Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,No,0,48+ months,Medium Risk,0.23873481497537455,0,Low Risk,57.29635559408989
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,No,0,0–12 months,High Risk,0.19307422961490564,0,Low Risk,46.337815107577356
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,No,0,48+ months,Low Risk,0.04707180384249702,0,Low Risk,11.297232922199285
Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,No,0,12–24 months,Medium Risk,0.2935616367337646,0,Low Risk,70.4547928161035
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,387.4,No,0,12–24 months,Medium Risk,0.013594090787576084,0,Low Risk,3.26258178901826
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,1,0–12 months,High Risk,0.7147242217021089,1,High Risk,171.53381320850613
Male,0,No,No,53,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,No,0,48+ months,Low Risk,0.09521536951621092,0,Low Risk,22.851688683890618
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,1,24–48 months,Medium Risk,0.664551818678331,1,Medium Risk,159.49243648279943
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,130.5,No,0,0–12 months,High Risk,0.17284107080533437,0,Low Risk,41.481856993280246
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.35,767.9,No,0,0–12 months,Medium Risk,0.5771856770755573,1,Medium Risk,138.52456249813378
Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,No,0,0–12 months,High Risk,0.3771052862883507,0,Medium Risk,90.50526870920417
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,No,0,48+ months,Low Risk,0.0316397249371039,0,Low Risk,7.593533984904937
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,1,0–12 months,High Risk,0.5959227124485132,1,Medium Risk,143.0214509876432
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,Yes,1,0–12 months,High Risk,0.20588026846294585,0,Low Risk,49.41126443110701
Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,4689.15,No,0,48+ months,Low Risk,0.030697620267912035,0,Low Risk,7.367428864298889
Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,No,0,48+ months,Low Risk,0.1483557231917131,0,Low Risk,35.605373566011146
Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,No,0,24–48 months,Medium Risk,0.4878218203150434,0,Medium Risk,117.07723687561041
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,No,0,24–48 months,Low Risk,0.2170348147681667,0,Low Risk,52.088355544360006
Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes,1,12–24 months,Medium Risk,0.11865717101794682,0,Low Risk,28.477721044307238
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,No,0,0–12 months,High Risk,0.21251082031500637,0,Low Risk,51.002596875601526
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,No,0,12–24 months,Medium Risk,0.38399939941220596,0,Medium Risk,92.15985585892943
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,No,0,48+ months,Medium Risk,0.49544536583480314,0,Medium Risk,118.90688780035275
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.55,1432.55,No,0,48+ months,Low Risk,0.003446747031713689,0,Low Risk,0.8272192876112854
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,No,0,48+ months,Low Risk,0.19856670345439562,0,Low Risk,47.65600882905495
Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.25,101.9,No,0,0–12 months,High Risk,0.22833517789088031,0,Low Risk,54.80044269381128
Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,313.4,No,0,12–24 months,Medium Risk,0.09641335848500707,0,Low Risk,23.139206036401696
Female,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,No,0,48+ months,Low Risk,0.29738445998072205,0,Low Risk,71.37227039537329
Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,No,0,0–12 months,High Risk,0.34026420746128677,0,Medium Risk,81.66340979070883
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,No,0,24–48 months,Medium Risk,0.44963153772451125,0,Medium Risk,107.9115690538827
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,No,0,48+ months,Low Risk,0.0030743855592544377,0,Low Risk,0.737852534221065
Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.8,1212.25,No,0,48+ months,Low Risk,0.0055349809217568515,0,Low Risk,1.3283954212216444
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,No,0,48+ months,Low Risk,0.014141701707855808,0,Low Risk,3.394008409885394
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,No,0,48+ months,Low Risk,0.01699213028031519,0,Low Risk,4.078111267275645
Male,1,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,No,0,48+ months,Low Risk,0.011384774074299872,0,Low Risk,2.732345777831969
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,1,0–12 months,High Risk,0.8502116358634537,1,High Risk,204.05079260722889
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,No,0,48+ months,Low Risk,0.04200214281152668,0,Low Risk,10.080514274766402
Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,No,0,24–48 months,Medium Risk,0.3243831525418576,0,Medium Risk,77.85195661004583
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,No,0,24–48 months,Medium Risk,0.41076147066106283,0,Medium Risk,98.58275295865508
Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,No,0,0–12 months,Medium Risk,0.03251311335826853,0,Low Risk,7.803147205984447
Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,5779.6,No,0,48+ months,Low Risk,0.05391280927837956,0,Low Risk,12.939074226811094
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.2,222.65,No,0,0–12 months,High Risk,0.2480708108527829,0,Low Risk,59.536994604667896
Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.2,914.6,No,0,24–48 months,Low Risk,0.03458217982417404,0,Low Risk,8.29972315780177
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,No,0,0–12 months,High Risk,0.14350740406118898,0,Low Risk,34.441776974685354
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,1,12–24 months,Medium Risk,0.4336309723020343,0,Medium Risk,104.07143335248823
Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,No,0,48+ months,Low Risk,0.017247105991810095,0,Low Risk,4.139305438034422
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,No,0,12–24 months,Medium Risk,0.3278692472402636,0,Medium Risk,78.68861933766327
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Yes,1,0–12 months,High Risk,0.6416774641191269,1,Medium Risk,154.00259138859045
Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,No,0,12–24 months,Medium Risk,0.12986865945941858,0,Low Risk,31.16847827026046
Female,0,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,No,0,48+ months,Low Risk,0.06388721778940613,0,Low Risk,15.332932269457473
Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,No,0,48+ months,Low Risk,0.0509560203396532,0,Low Risk,12.229444881516768
Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,No,0,24–48 months,Medium Risk,0.35925196657386743,0,Medium Risk,86.22047197772818
Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.1,1759.55,No,0,48+ months,Low Risk,0.007090152624577584,0,Low Risk,1.70163662989862
Male,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,No,0,0–12 months,High Risk,0.32104273392592453,0,Medium Risk,77.05025614222188
Male,1,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,No,0,48+ months,Medium Risk,0.3129375105013802,0,Medium Risk,75.10500252033124
Male,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,No,0,48+ months,Low Risk,0.017074840709482956,0,Low Risk,4.0979617702759095
Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,300.7,No,0,0–12 months,Medium Risk,0.04140512689673652,0,Low Risk,9.937230455216765
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,No,0,0–12 months,High Risk,0.39919340817762616,0,Medium Risk,95.80641796263028
Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,No,0,48+ months,Low Risk,0.06614594105164705,0,Low Risk,15.875025852395291
Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,No,0,24–48 months,Low Risk,0.10946039385183466,0,Low Risk,26.27049452444032
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Yes,1,48+ months,Low Risk,0.10397075602468302,0,Low Risk,24.952981445923925
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1776.45,No,0,48+ months,Low Risk,0.00578921464514947,0,Low Risk,1.3894115148358728
Female,0,No,Yes,65,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,No,0,48+ months,Low Risk,0.012692624378210693,0,Low Risk,3.0462298507705663
Female,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes,1,48+ months,Medium Risk,0.41122858378460636,0,Medium Risk,98.69486010830553
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,144.35,No,0,0–12 months,High Risk,0.1477562673818931,0,Low Risk,35.46150417165434
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,No,0,48+ months,Low Risk,0.00584953225274856,0,Low Risk,1.4038877406596544
Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,No,0,12–24 months,Medium Risk,0.1711155697338036,0,Low Risk,41.06773673611286
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,No,0,0–12 months,High Risk,0.27293485214819885,0,Low Risk,65.50436451556773
